entry_id,contest_id,contest_name,C,C,W,W,W,W,D,D,G,,Instructions,,,,,,,,,,,,,,
,,,,,,,,,,,,,40204-42910:Darnell Nurse,40204-42910,D,Darnell,Darnell Nurse,Nurse,10.6312503814697,16,4300,STL@EDM,EDM,STL,,,
,,,,,,,,,,,,,40204-62294:Brady Skjei,40204-62294,D,Brady,Brady Skjei,Skjei,9,12,4100,DET@NYR,NYR,DET,,,
,,,,,,,,,,,,,40204-11152:Zack Kassian,40204-11152,W,Zack,Zack Kassian,Kassian,7.65000009536743,16,4000,STL@EDM,EDM,STL,,,
,,,,,,,,,,,,,40204-66515:Vince Dunn,40204-66515,D,Vince,Vince Dunn,Dunn,7.125,16,3900,STL@EDM,STL,EDM,,,
,,,,,,,,,,,,,40204-70918:Dennis Cholowski,40204-70918,D,Dennis,Dennis Cholowski,Cholowski,6.94615408090445,13,3800,DET@NYR,DET,NYR,,,
,,,,,,,,,,,,,40204-8340:Darren Helm,40204-8340,W,Darren,Darren Helm,Helm,7.09999990463257,16,3800,DET@NYR,DET,NYR,,,
,,,,,,,,,,,,,40204-82087:Filip Chytil,40204-82087,C,Filip,Filip Chytil,Chytil,13.8666661580404,3,3800,DET@NYR,NYR,DET,,,
,,,,,,,,,,,,,40204-58878:Oskar Sundqvist,40204-58878,C,Oskar,Oskar Sundqvist,Sundqvist,5.34999990463257,16,3800,STL@EDM,STL,EDM,,,
,,,,,,,,,,,,,40204-70925:Brett Howden,40204-70925,C,Brett,Brett Howden,Howden,6.79999987284343,12,3700,DET@NYR,NYR,DET,,,
,,,,,,,,,,,,,40204-23053:Jesper Fast,40204-23053,W,Jesper,Jesper Fast,Fast,8,11,3700,DET@NYR,NYR,DET,,,
,,,,,,,,,,,,,40204-8726:Mike Green,40204-8726,D,Mike,Mike Green,Green,7.52142878941127,14,3700,DET@NYR,DET,NYR,O,Illness,
,,,,,,,,,,,,,40204-8226:Jay Bouwmeester,40204-8226,D,Jay,Jay Bouwmeester,Bouwmeester,5.25,16,3700,STL@EDM,STL,EDM,,,
,,,,,,,,,,,,,40204-66635:Ethan Bear,40204-66635,D,Ethan,Ethan Bear,Bear,6.40000009536743,16,3600,STL@EDM,EDM,STL,,,
,,,,,,,,,,,,,40204-8310:Kris Russell,40204-8310,D,Kris,Kris Russell,Russell,6.09999990463257,16,3600,STL@EDM,EDM,STL,,,
,,,,,,,,,,,,,40204-14217:Patrik Nemeth,40204-14217,D,Patrik,Patrik Nemeth,Nemeth,7.55000019073486,16,3600,DET@NYR,DET,NYR,,,
,,,,,,,,,,,,,40204-8336:Valtteri Filppula,40204-8336,C,Valtteri,Valtteri Filppula,Filppula,5.28125,16,3600,DET@NYR,DET,NYR,,,
,,,,,,,,,,,,,40204-8641:Alexander Steen,40204-8641,W,Alexander,Alexander Steen,Steen,6.80000019073486,16,3600,STL@EDM,STL,EDM,,,
,,,,,,,,,,,,,40204-103940:Adam Fox,40204-103940,D,Adam,Adam Fox,Fox,6.33333333333333,12,3500,DET@NYR,NYR,DET,,,
,,,,,,,,,,,,,40204-117268:Yegor Rykov,40204-117268,D,Yegor,Yegor Rykov,Rykov,0,0,3500,DET@NYR,NYR,DET,,,
,,,,,,,,,,,,,40204-15398:Brandon Manning,40204-15398,D,Brandon,Brandon Manning,Manning,4.45714296613421,7,3500,STL@EDM,EDM,STL,,,
,,,,,,,,,,,,,40204-117031:Alec McCrea,40204-117031,D,Alec,Alec McCrea,McCrea,0,0,3500,DET@NYR,DET,NYR,,,
,,,,,,,,,,,,,40204-68649:Rob O'Gara,40204-68649,D,Rob,Rob O'Gara,O'Gara,0,0,3500,STL@EDM,STL,EDM,,,
,,,,,,,,,,,,,40204-117032:Charle-Edouard D'Astous,40204-117032,D,Charle-Edouard,Charle-Edouard D'Astous,D'Astous,0,0,3500,DET@NYR,DET,NYR,,,
,,,,,,,,,,,,,40204-117038:Matthew Robertson,40204-117038,D,Matthew,Matthew Robertson,Robertson,0,0,3500,DET@NYR,NYR,DET,,,
,,,,,,,,,,,,,40204-8497:Frans Nielsen,40204-8497,C,Frans,Frans Nielsen,Nielsen,3.56923088660607,13,3500,DET@NYR,DET,NYR,,,
,,,,,,,,,,,,,40204-8764:Carl Gunnarsson,40204-8764,D,Carl,Carl Gunnarsson,Gunnarsson,6.13333341810438,9,3500,STL@EDM,STL,EDM,,,
,,,,,,,,,,,,,40204-81983:Robert Thomas,40204-81983,W,Robert,Robert Thomas,Thomas,4.79999993064187,11,3500,STL@EDM,STL,EDM,,,
,,,,,,,,,,,,,40204-82755:Ryan Lindgren,40204-82755,D,Ryan,Ryan Lindgren,Lindgren,6.40000025431315,3,3500,DET@NYR,NYR,DET,,,
,,,,,,,,,,,,,40204-66636:Caleb Jones,40204-66636,D,Caleb,Caleb Jones,Jones,6.75882361916935,17,3500,STL@EDM,EDM,STL,,,
,,,,,,,,,,,,,40204-8528:Marc Staal,40204-8528,D,Marc,Marc Staal,Staal,6.31111102634006,9,3500,DET@NYR,NYR,DET,,,
,,,,,,,,,,,,,40204-42842:Madison Bowey,40204-42842,D,Madison,Madison Bowey,Bowey,4.79999993064187,11,3500,DET@NYR,DET,NYR,,,
,,,,,,,,,,,,,40204-59239:Joe Hicketts,40204-59239,D,Joe,Joe Hicketts,Hicketts,6.93333307902018,3,3500,DET@NYR,DET,NYR,,,
,,,,,,,,,,,,,40204-97129:Evan Bouchard,40204-97129,D,Evan,Evan Bouchard,Bouchard,5.89999989100865,7,3500,STL@EDM,EDM,STL,,,
,,,,,,,,,,,,,40204-42863:Derrick Pouliot,40204-42863,D,Derrick,Derrick Pouliot,Pouliot,5.07903215962072,62,3500,STL@EDM,STL,EDM,,,
,,,,,,,,,,,,,40204-43133:Luke Glendening,40204-43133,W,Luke,Luke Glendening,Glendening,7.68000030517578,10,3500,DET@NYR,DET,NYR,IR,Upper body,
,,,,,,,,,,,,,40204-8327:Trevor Daley,40204-8327,D,Trevor,Trevor Daley,Daley,2.90909090909091,11,3500,DET@NYR,DET,NYR,IR,Undisclosed,
,,,,,,,,,,,,,40204-84362:Joel Persson,40204-84362,D,Joel,Joel Persson,Persson,3.59999990463257,8,3500,STL@EDM,EDM,STL,,,
,,,,,,,,,,,,,40204-74127:Matt Benning,40204-74127,D,Matt,Matt Benning,Benning,4.5,16,3500,STL@EDM,EDM,STL,,,
,,,,,,,,,,,,,40204-8847:Robert Bortuzzo,40204-8847,D,Robert,Robert Bortuzzo,Bortuzzo,2.51428576878139,7,3500,STL@EDM,STL,EDM,,,
,,,,,,,,,,,,,40204-8350:Jonathan Ericsson,40204-8350,D,Jonathan,Jonathan Ericsson,Ericsson,4.1999998826247,52,3500,DET@NYR,DET,NYR,,,
,,,,,,,,,,,,,40204-74148:Libor Hajek,40204-74148,D,Libor,Libor Hajek,Hajek,5.33333333333333,12,3500,DET@NYR,NYR,DET,,,
,,,,,,,,,,,,,40204-12715:Brian Lashoff,40204-12715,D,Brian,Brian Lashoff,Lashoff,4.40000009536743,4,3500,DET@NYR,DET,NYR,,,
,,,,,,,,,,,,,40204-43207:Jake Dotchin,40204-43207,D,Jake,Jake Dotchin,Dotchin,2.33999996185303,20,3500,STL@EDM,STL,EDM,,,
,,,,,,,,,,,,,40204-108240:Tarmo Reunanen,40204-108240,D,Tarmo,Tarmo Reunanen,Reunanen,0,0,3500,DET@NYR,NYR,DET,,,
,,,,,,,,,,,,,40204-12756:Dylan McIlrath,40204-12756,D,Dylan,Dylan McIlrath,McIlrath,2.97142846243722,7,3500,DET@NYR,DET,NYR,,,
,,,,,,,,,,,,,40204-12249:Alex Biega,40204-12249,D,Alex,Alex Biega,Biega,4.80000019073486,4,3500,DET@NYR,DET,NYR,,,
,,,,,,,,,,,,,40204-12259:Brendan Smith,40204-12259,D,Brendan,Brendan Smith,Smith,6,12,3500,DET@NYR,NYR,DET,,,
,,,,,,,,,,,,,40204-14564:Adam Larsson,40204-14564,D,Adam,Adam Larsson,Larsson,8,1,3500,STL@EDM,EDM,STL,IR,Lower leg,
,,,,,,,,,,,,,40204-21755:Alex Chiasson,40204-21755,W,Alex,Alex Chiasson,Chiasson,4.30769230769231,13,3500,STL@EDM,EDM,STL,,,
,,,,,,,,,,,,,40204-21921:Riley Sheahan,40204-21921,C,Riley,Riley Sheahan,Sheahan,1.46666669845581,12,3400,STL@EDM,EDM,STL,O,Undisclosed,
,,,,,,,,,,,,,40204-58880:Ivan Barbashev,40204-58880,W,Ivan,Ivan Barbashev,Barbashev,4.30000019073486,16,3300,STL@EDM,STL,EDM,,,
,,,,,,,,,,,,,40204-74041:Zach Sanford,40204-74041,W,Zach,Zach Sanford,Sanford,4.72727272727273,11,3300,STL@EDM,STL,EDM,,,
,,,,,,,,,,,,,40204-102997:Taro Hirose,40204-102997,W,Taro,Taro Hirose,Hirose,4.35624980926514,16,3300,DET@NYR,DET,NYR,,,
,,,,,,,,,,,,,40204-15363:Tomas Jurco,40204-15363,W,Tomas,Tomas Jurco,Jurco,2.90909090909091,11,3200,STL@EDM,EDM,STL,,,
,,,,,,,,,,,,,40204-58883:Robby Fabbri,40204-58883,W,Robby,Robby Fabbri,Fabbri,2.75555547078451,9,3200,STL@EDM,STL,EDM,,,
,,,,,,,,,,,,,40204-58685:Josh Archibald,40204-58685,W,Josh,Josh Archibald,Archibald,2,8,3200,STL@EDM,EDM,STL,IR,Foot,
,,,,,,,,,,,,,40204-82083:Lias Andersson,40204-82083,C,Lias,Lias Andersson,Andersson,2.66666666666667,12,3200,DET@NYR,NYR,DET,,,
,,,,,,,,,,,,,40204-39356:Markus Granlund,40204-39356,W,Markus,Markus Granlund,Granlund,2.85714285714286,14,3200,STL@EDM,EDM,STL,,,
,,,,,,,,,,,,,40204-79866:Vinni Lettieri,40204-79866,W,Vinni,Vinni Lettieri,Lettieri,4.09629623978226,27,3200,DET@NYR,NYR,DET,,,
,,,,,,,,,,,,,40204-68645:MacKenzie MacEachern,40204-68645,W,MacKenzie,MacKenzie MacEachern,MacEachern,4.71111128065321,9,3100,STL@EDM,STL,EDM,,,
,,,,,,,,,,,,,40204-79938:Christoffer Ehn,40204-79938,C,Christoffer,Christoffer Ehn,Ehn,1.42222224341498,9,3100,DET@NYR,DET,NYR,,,
,,,,,,,,,,,,,40204-12672:Greg McKegg,40204-12672,C,Greg,Greg McKegg,McKegg,1.6,5,3100,DET@NYR,NYR,DET,,,
,,,,,,,,,,,,,40204-8341:Justin Abdelkader,40204-8341,W,Justin,Justin Abdelkader,Abdelkader,4.06153840285081,13,3100,DET@NYR,DET,NYR,,,
,,,,,,,,,,,,,40204-42906:Jujhar Khaira,40204-42906,W,Jujhar,Jujhar Khaira,Khaira,3.15000009536743,16,3100,STL@EDM,EDM,STL,,,
,,,,,,,,,,,,,40204-15341:Ty Rattie,40204-15341,W,Ty,Ty Rattie,Rattie,5.00200012207031,50,3100,STL@EDM,EDM,STL,,,
,,,,,,,,,,,,,40204-59118:Brendan Perlini,40204-59118,W,Brendan,Brendan Perlini,Perlini,2.79999995231628,4,3100,DET@NYR,DET,NYR,,,
,,,,,,,,,,,,,40204-66561:Evgeny Svechnikov,40204-66561,W,Evgeny,Evgeny Svechnikov,Svechnikov,3.20000004768372,4,3000,DET@NYR,DET,NYR,,,
,,,,,,,,,,,,,40204-68609:Nick Lappin,40204-68609,W,Nick,Nick Lappin,Lappin,2.03636360168457,11,3000,STL@EDM,STL,EDM,,,
,,,,,,,,,,,,,40204-79875:Joseph Gambardella,40204-79875,W,Joseph,Joseph Gambardella,Gambardella,2.88000005086263,15,3000,STL@EDM,EDM,STL,,,
,,,,,,,,,,,,,40204-83218:Ville Meskanen,40204-83218,W,Ville,Ville Meskanen,Meskanen,0,0,3000,DET@NYR,NYR,DET,,,
,,,,,,,,,,,,,40204-74008:Givani Smith,40204-74008,W,Givani,Givani Smith,Smith,2.13333336512248,3,3000,DET@NYR,DET,NYR,,,
,,,,,,,,,,,,,40204-68634:Boo Nieves,40204-68634,C,Boo,Boo Nieves,Nieves,4.167441789494,43,3000,DET@NYR,NYR,DET,,,
,,,,,,,,,,,,,40204-68639:Steven Fogarty,40204-68639,W,Steven,Steven Fogarty,Fogarty,1.92000007629395,10,3000,DET@NYR,NYR,DET,,,
,,,,,,,,,,,,,40204-23071:Vladimir Tarasenko,40204-23071,W,Vladimir,Vladimir Tarasenko,Tarasenko,14.6300003051758,10,3000,STL@EDM,STL,EDM,IR,Shoulder,
,,,,,,,,,,,,,40204-117025:Troy Loggins,40204-117025,W,Troy,Troy Loggins,Loggins,0,0,3000,DET@NYR,DET,NYR,,,
,,,,,,,,,,,,,40204-117024:Josh Kestner,40204-117024,W,Josh,Josh Kestner,Kestner,0,0,3000,DET@NYR,DET,NYR,,,
,,,,,,,,,,,,,40204-117026:Jarid Lukosevicius,40204-117026,W,Jarid,Jarid Lukosevicius,Lukosevicius,0,0,3000,DET@NYR,DET,NYR,,,
,,,,,,,,,,,,,40204-117028:Tyler Spezia,40204-117028,W,Tyler,Tyler Spezia,Spezia,0,0,3000,DET@NYR,DET,NYR,,,
,,,,,,,,,,,,,40204-58678:Brendan Lemieux,40204-58678,W,Brendan,Brendan Lemieux,Lemieux,6.54545454545455,11,3000,DET@NYR,NYR,DET,,,
,,,,,,,,,,,,,40204-82232:Chase Pearson,40204-82232,W,Chase,Chase Pearson,Pearson,0,0,3000,DET@NYR,DET,NYR,,,
,,,,,,,,,,,,,40204-81981:Klim Kostin,40204-81981,W,Klim,Klim Kostin,Kostin,0,0,3000,STL@EDM,STL,EDM,,,
,,,,,,,,,,,,,40204-85571:Filip Zadina,40204-85571,W,Filip,Filip Zadina,Zadina,6.95555538601345,9,3000,DET@NYR,DET,NYR,,,
,,,,,,,,,,,,,40204-82757:Erik Foley,40204-82757,W,Erik,Erik Foley,Foley,0,0,3000,STL@EDM,STL,EDM,O,Concussion,
,,,,,,,,,,,,,40204-104016:Vitali Kravtsov,40204-104016,W,Vitali,Vitali Kravtsov,Kravtsov,0,0,3000,DET@NYR,NYR,DET,,,
,,,,,,,,,,,,,40204-102995:Ryan Kuffner,40204-102995,W,Ryan,Ryan Kuffner,Kuffner,2.07999992370605,10,3000,DET@NYR,DET,NYR,,,
,,,,,,,,,,,,,40204-70487:Patrick Russell,40204-70487,W,Patrick,Patrick Russell,Russell,3.69230769230769,13,3000,STL@EDM,EDM,STL,,,
,,,,,,,,,,,,,40204-42841:Nathan Walker,40204-42841,W,Nathan,Nathan Walker,Walker,3.73333326975505,3,3000,STL@EDM,STL,EDM,,,
,,,,,,,,,,,,,40204-14177:Brad Malone,40204-14177,C,Brad,Brad Malone,Malone,1.79999995231628,16,3000,STL@EDM,EDM,STL,,,
,,,,,,,,,,,,,40204-59234:Dominic Turgeon,40204-59234,C,Dominic,Dominic Turgeon,Turgeon,2,4,3000,DET@NYR,DET,NYR,,,
,,,,,,,,,,,,,40204-113271:Gaetan Haas,40204-113271,C,Gaetan,Gaetan Haas,Haas,4,9,3000,STL@EDM,EDM,STL,,,
,,,,,,,,,,,,,40204-82051:Michael Rasmussen,40204-82051,W,Michael,Michael Rasmussen,Rasmussen,5.50322600333921,62,3000,DET@NYR,DET,NYR,,,
,,,,,,,,,,,,,40204-104581:Joakim Nygard,40204-104581,W,Joakim,Joakim Nygard,Nygard,4.93333339691162,6,3000,STL@EDM,EDM,STL,IR,Ribs,
,,,,,,,,,,,,,40204-74128:Josh Currie,40204-74128,W,Josh,Josh Currie,Currie,5.02857135591053,21,3000,STL@EDM,EDM,STL,,,
,,,,,,,,,,,,,40204-8356:Sam Gagner,40204-8356,W,Sam,Sam Gagner,Gagner,4.53333346048991,6,3000,STL@EDM,EDM,STL,,,
,,,,,,,,,,,,,40204-62374:Colby Cave,40204-62374,C,Colby,Colby Cave,Cave,3.40000009536743,4,3000,STL@EDM,EDM,STL,,,
,,,,,,,,,,,,,40204-10929:Anthony Peluso,40204-10929,W,Anthony,Anthony Peluso,Peluso,0.400000005960465,4,3000,STL@EDM,EDM,STL,,,
,,,,,,,,,,,,,40204-54193:Phillip Di Giuseppe,40204-54193,W,Phillip,Phillip Di Giuseppe,Di Giuseppe,4.16666666666667,24,3000,DET@NYR,NYR,DET,,,
,,,,,,,,,,,,,40204-15289:Matt Puempel,40204-15289,W,Matt,Matt Puempel,Puempel,4.5625,8,3000,DET@NYR,DET,NYR,,,
,,,,,,,,,,,,,40204-82120:Kailer Yamamoto,40204-82120,W,Kailer,Kailer Yamamoto,Yamamoto,3.46470597211052,17,3000,STL@EDM,EDM,STL,,,
,,,,,,,,,,,,,40204-43212:Adam Erne,40204-43212,W,Adam,Adam Erne,Erne,2.61818174882369,11,3000,DET@NYR,DET,NYR,,,
,,,,,,,,,,,,,40204-73940:Jordan Kyrou,40204-73940,W,Jordan,Jordan Kyrou,Kyrou,3.65000009536743,16,3000,STL@EDM,STL,EDM,,,
,,,,,,,,,,,,,40204-8417:Kyle Brodziak,40204-8417,C,Kyle,Kyle Brodziak,Brodziak,4.14285714285714,70,3000,STL@EDM,EDM,STL,,,
,,,,,,,,,,,,,40204-9194:Micheal Haley,40204-9194,W,Micheal,Micheal Haley,Haley,3.7714285169329,7,3000,DET@NYR,NYR,DET,,,
,,,,,,,,,,,,,40204-117230:Anton Burdasov,40204-117230,W,Anton,Anton Burdasov,Burdasov,0,0,3000,STL@EDM,EDM,STL,,,
,,,,,,,,,,,,,40204-54517:Jacob de la Rose,40204-54517,C,Jacob,Jacob de la Rose,de la Rose,4.65000009536743,16,3000,DET@NYR,DET,NYR,,,
,,,,,,,,,,,,,40204-70902:Jesse Puljujarvi,40204-70902,W,Jesse,Jesse Puljujarvi,Puljujarvi,4.67173899774966,46,3000,STL@EDM,EDM,STL,,,
,,,,,,,,,,,,,40204-54527:Connor Brickley,40204-54527,W,Connor,Connor Brickley,Brickley,5.31428582327707,14,3000,DET@NYR,NYR,DET,,,
