Entry ID,Contest Name,Contest ID,Entry Fee,P,P,P,P,P,P,,Instructions,,,,,,,,
1892742261,TEN $1.5K Ace,86378810,$1,Renata Zarazua (14364888),Leylah Annie Fernandez (14364883),Heather Watson (14364881),Kyle Edmund (14364878),Cristian Garin (14364874),Rafael Nadal (14364873),,P,Stan Wawrinka (14364876),Stan Wawrinka,14364876,P,8700,Dimitrov@Wawrinka 02/27/2020 08:40PM ET,Wawrinka,63.4
1892742262,TEN $1.5K Ace,86378810,$1,Alejandro Davidovich Fokina (14364889),Grigor Dimitrov (14364887),Kyle Edmund (14364878),John Isner (14364877),Tamara Zidansek (14364875),Rafael Nadal (14364873),,P,John Isner (14364877),John Isner,14364877,P,8300,Paul@Isner 02/27/2020 06:00PM ET,Isner,60.25
1892742263,TEN $1.5K Ace,86378810,$1,Soonwoo Kwon (14364890),Christina Mchale (14364882),Kyle Edmund (14364878),Stan Wawrinka (14364876),Tamara Zidansek (14364875),Cristian Garin (14364874),,P,Kyle Edmund (14364878),Kyle Edmund,14364878,P,8100,Edmund@Fritz 02/27/2020 07:20PM ET,Edmund,61.58
1892742264,TEN $1.5K Ace,86378810,$1,Taylor Fritz (14364885),Heather Watson (14364881),Anastasia Potapova (14364880),Xiyu Wang (14364879),Tamara Zidansek (14364875),Cristian Garin (14364874),,P,Xiyu Wang (14364879),Xiyu Wang,14364879,P,8000,Wang@Zhu 02/27/2020 06:00PM ET,Wang,55.61
1892742265,TEN $1.5K Ace,86378810,$1,Tommy Paul (14364886),Leylah Annie Fernandez (14364883),Christina Mchale (14364882),Xiyu Wang (14364879),Tamara Zidansek (14364875),Rafael Nadal (14364873),,P,Anastasia Potapova (14364880),Anastasia Potapova,14364880,P,7900,Fernandez@Potapova 02/27/2020 09:45PM ET,Potapova,51.59
1892742266,TEN $1.5K Ace,86378810,$1,Renata Zarazua (14364888),Taylor Fritz (14364885),Leylah Annie Fernandez (14364883),Stan Wawrinka (14364876),Cristian Garin (14364874),Rafael Nadal (14364873),,P,Heather Watson (14364881),Heather Watson,14364881,P,7800,Mchale@Watson 02/27/2020 07:15PM ET,Watson,53.51
1892742267,TEN $1.5K Ace,86378810,$1,Tommy Paul (14364886),Anastasia Potapova (14364880),Xiyu Wang (14364879),Kyle Edmund (14364878),Tamara Zidansek (14364875),Cristian Garin (14364874),,P,Christina Mchale (14364882),Christina Mchale,14364882,P,7600,Mchale@Watson 02/27/2020 07:15PM ET,Mchale,37.87
1892742268,TEN $1.5K Ace,86378810,$1,Soonwoo Kwon (14364890),Kyle Edmund (14364878),John Isner (14364877),Stan Wawrinka (14364876),Tamara Zidansek (14364875),Cristian Garin (14364874),,P,Leylah Annie Fernandez (14364883),Leylah Annie Fernandez,14364883,P,7500,Fernandez@Potapova 02/27/2020 09:45PM ET,Fernandez,57.87
1892742269,TEN $1.5K Ace,86378810,$1,Alejandro Davidovich Fokina (14364889),Anastasia Potapova (14364880),Xiyu Wang (14364879),Stan Wawrinka (14364876),Tamara Zidansek (14364875),Rafael Nadal (14364873),,P,Lin Zhu (14364884),Lin Zhu,14364884,P,7400,Wang@Zhu 02/27/2020 06:00PM ET,Zhu,45.52
1892742270,TEN $1.5K Ace,86378810,$1,Soonwoo Kwon (14364890),Tommy Paul (14364886),Kyle Edmund (14364878),Stan Wawrinka (14364876),Tamara Zidansek (14364875),Cristian Garin (14364874),,P,Taylor Fritz (14364885),Taylor Fritz,14364885,P,7200,Edmund@Fritz 02/27/2020 07:20PM ET,Fritz,56.84
1892741071,TEN $500 Quarter Jukebox [Just $0.25!],86385634,$0.25,Grigor Dimitrov (14364887),Leylah Annie Fernandez (14364883),Christina Mchale (14364882),Kyle Edmund (14364878),Tamara Zidansek (14364875),Rafael Nadal (14364873),,P,Tommy Paul (14364886),Tommy Paul,14364886,P,7100,Paul@Isner 02/27/2020 06:00PM ET,Paul,53.07
1892741072,TEN $500 Quarter Jukebox [Just $0.25!],86385634,$0.25,Grigor Dimitrov (14364887),Tommy Paul (14364886),Xiyu Wang (14364879),Kyle Edmund (14364878),Tamara Zidansek (14364875),Rafael Nadal (14364873),,P,Grigor Dimitrov (14364887),Grigor Dimitrov,14364887,P,6900,Dimitrov@Wawrinka 02/27/2020 08:40PM ET,Dimitrov,52.24
1892741073,TEN $500 Quarter Jukebox [Just $0.25!],86385634,$0.25,Lin Zhu (14364884),Leylah Annie Fernandez (14364883),Christina Mchale (14364882),Kyle Edmund (14364878),Stan Wawrinka (14364876),Rafael Nadal (14364873),,P,Renata Zarazua (14364888),Renata Zarazua,14364888,P,6200,Zidansek@Zarazua 02/27/2020 08:30PM ET,Zarazua,70.5
1892741074,TEN $500 Quarter Jukebox [Just $0.25!],86385634,$0.25,Grigor Dimitrov (14364887),Lin Zhu (14364884),Leylah Annie Fernandez (14364883),Kyle Edmund (14364878),Tamara Zidansek (14364875),Rafael Nadal (14364873),,P,Alejandro Davidovich Fokina (14364889),Alejandro Davidovich Fokina,14364889,P,5600,Davidovich Fokina@Garin 02/27/2020 06:30PM ET,Davidovich Fokina,36.65
1892741075,TEN $500 Quarter Jukebox [Just $0.25!],86385634,$0.25,Tommy Paul (14364886),Lin Zhu (14364884),Leylah Annie Fernandez (14364883),Kyle Edmund (14364878),Tamara Zidansek (14364875),Rafael Nadal (14364873),,P,Soonwoo Kwon (14364890),Soonwoo Kwon,14364890,P,5000,Kwon@Nadal 02/27/2020 11:00PM ET,Kwon,53
1892741076,TEN $500 Quarter Jukebox [Just $0.25!],86385634,$0.25,Grigor Dimitrov (14364887),Leylah Annie Fernandez (14364883),Heather Watson (14364881),Xiyu Wang (14364879),Tamara Zidansek (14364875),Rafael Nadal (14364873),,,,,,,,,,
1892741077,TEN $500 Quarter Jukebox [Just $0.25!],86385634,$0.25,Grigor Dimitrov (14364887),Anastasia Potapova (14364880),Xiyu Wang (14364879),Kyle Edmund (14364878),Tamara Zidansek (14364875),Cristian Garin (14364874),,,,,,,,,,
1892741078,TEN $500 Quarter Jukebox [Just $0.25!],86385634,$0.25,Christina Mchale (14364882),Anastasia Potapova (14364880),Xiyu Wang (14364879),Kyle Edmund (14364878),Stan Wawrinka (14364876),Cristian Garin (14364874),,,,,,,,,,
1892741079,TEN $500 Quarter Jukebox [Just $0.25!],86385634,$0.25,Soonwoo Kwon (14364890),Taylor Fritz (14364885),John Isner (14364877),Stan Wawrinka (14364876),Tamara Zidansek (14364875),Cristian Garin (14364874),,,,,,,,,,
1892741080,TEN $500 Quarter Jukebox [Just $0.25!],86385634,$0.25,Lin Zhu (14364884),Leylah Annie Fernandez (14364883),Heather Watson (14364881),Kyle Edmund (14364878),Tamara Zidansek (14364875),Cristian Garin (14364874),,,,,,,,,,
1892741081,TEN $500 Quarter Jukebox [Just $0.25!],86385634,$0.25,Renata Zarazua (14364888),Lin Zhu (14364884),Leylah Annie Fernandez (14364883),Kyle Edmund (14364878),Cristian Garin (14364874),Rafael Nadal (14364873),,,,,,,,,,
1892741082,TEN $500 Quarter Jukebox [Just $0.25!],86385634,$0.25,Alejandro Davidovich Fokina (14364889),Christina Mchale (14364882),Kyle Edmund (14364878),Stan Wawrinka (14364876),Tamara Zidansek (14364875),Rafael Nadal (14364873),,,,,,,,,,
1892741083,TEN $500 Quarter Jukebox [Just $0.25!],86385634,$0.25,Alejandro Davidovich Fokina (14364889),Renata Zarazua (14364888),Kyle Edmund (14364878),John Isner (14364877),Stan Wawrinka (14364876),Rafael Nadal (14364873),,,,,,,,,,
1892741084,TEN $500 Quarter Jukebox [Just $0.25!],86385634,$0.25,Taylor Fritz (14364885),Leylah Annie Fernandez (14364883),Xiyu Wang (14364879),John Isner (14364877),Tamara Zidansek (14364875),Cristian Garin (14364874),,,,,,,,,,
1892741085,TEN $500 Quarter Jukebox [Just $0.25!],86385634,$0.25,Tommy Paul (14364886),Leylah Annie Fernandez (14364883),Xiyu Wang (14364879),Kyle Edmund (14364878),Stan Wawrinka (14364876),Rafael Nadal (14364873),,,,,,,,,,
1892741086,TEN $500 Quarter Jukebox [Just $0.25!],86385634,$0.25,Alejandro Davidovich Fokina (14364889),Leylah Annie Fernandez (14364883),Kyle Edmund (14364878),Stan Wawrinka (14364876),Tamara Zidansek (14364875),Rafael Nadal (14364873),,,,,,,,,,
1892741087,TEN $500 Quarter Jukebox [Just $0.25!],86385634,$0.25,Taylor Fritz (14364885),Lin Zhu (14364884),Leylah Annie Fernandez (14364883),Heather Watson (14364881),Tamara Zidansek (14364875),Rafael Nadal (14364873),,,,,,,,,,
1892741088,TEN $500 Quarter Jukebox [Just $0.25!],86385634,$0.25,Leylah Annie Fernandez (14364883),Xiyu Wang (14364879),Kyle Edmund (14364878),John Isner (14364877),Stan Wawrinka (14364876),Tamara Zidansek (14364875),,,,,,,,,,
1892741089,TEN $500 Quarter Jukebox [Just $0.25!],86385634,$0.25,Grigor Dimitrov (14364887),Taylor Fritz (14364885),Leylah Annie Fernandez (14364883),Xiyu Wang (14364879),Cristian Garin (14364874),Rafael Nadal (14364873),,,,,,,,,,
1892741090,TEN $500 Quarter Jukebox [Just $0.25!],86385634,$0.25,Renata Zarazua (14364888),Anastasia Potapova (14364880),Kyle Edmund (14364878),John Isner (14364877),Stan Wawrinka (14364876),Rafael Nadal (14364873),,,,,,,,,,
1892742323,TEN $500 Forehand ,86385638,$4,Renata Zarazua (14364888),Tommy Paul (14364886),Xiyu Wang (14364879),Kyle Edmund (14364878),Cristian Garin (14364874),Rafael Nadal (14364873),,,,,,,,,,
1892742324,TEN $500 Forehand ,86385638,$4,Alejandro Davidovich Fokina (14364889),Lin Zhu (14364884),Kyle Edmund (14364878),Stan Wawrinka (14364876),Tamara Zidansek (14364875),Rafael Nadal (14364873),,,,,,,,,,
1892742325,TEN $500 Forehand ,86385638,$4,Tommy Paul (14364886),Taylor Fritz (14364885),Leylah Annie Fernandez (14364883),Xiyu Wang (14364879),Tamara Zidansek (14364875),Rafael Nadal (14364873),,,,,,,,,,
1892742326,TEN $500 Forehand ,86385638,$4,Renata Zarazua (14364888),Leylah Annie Fernandez (14364883),Christina Mchale (14364882),Kyle Edmund (14364878),Cristian Garin (14364874),Rafael Nadal (14364873),,,,,,,,,,
