Entry ID,Contest Name,Contest ID,Entry Fee,QB,RB,RB,WR,WR,WR,TE,FLEX,DST,,Instructions,,,,,,,,
1754262848,NFL $30K mini-MAX [150 Entry Max] (Thu),81644142,$0.50,Matt Ryan (13837058),Ezekiel Elliott (13837073),David Montgomery (13837079),Julio Jones (13837119),Calvin Ridley (13837123),Amari Cooper (13837129),Jared Cook (13837189),Anthony Miller (13837145),Bills  (13837240),,QB,Drew Brees (13837057),Drew Brees,13837057,QB,6800,NO@ATL 11/28/2019 08:20PM ET,NO,18.88
1754262849,NFL $30K mini-MAX [150 Entry Max] (Thu),81644142,$0.50,Matt Ryan (13837058),Ezekiel Elliott (13837073),David Montgomery (13837079),Calvin Ridley (13837123),Allen Robinson II (13837121),Amari Cooper (13837129),Jared Cook (13837189),Anthony Miller (13837145),Lions  (13837237),,WR,Allen Robinson II (13837121),Allen Robinson II,13837121,WR/FLEX,6700,CHI@DET 11/28/2019 12:30PM ET,CHI,15.4
1754262850,NFL $30K mini-MAX [150 Entry Max] (Thu),81644142,$0.50,Matt Ryan (13837058),Ezekiel Elliott (13837073),David Montgomery (13837079),Calvin Ridley (13837123),Julio Jones (13837119),Amari Cooper (13837129),Jared Cook (13837189),Tre'Quan Smith (13837149),Bears  (13837238),,WR,Calvin Ridley (13837123),Calvin Ridley,13837123,WR/FLEX,6600,NO@ATL 11/28/2019 08:20PM ET,ATL,15.21
1754262851,NFL $30K mini-MAX [150 Entry Max] (Thu),81644142,$0.50,Josh Allen (13837059),Ezekiel Elliott (13837073),David Montgomery (13837079),John Brown (13837125),Julio Jones (13837119),Amari Cooper (13837129),Jared Cook (13837189),Tre'Quan Smith (13837149),Cowboys  (13837236),,QB,Matt Ryan (13837058),Matt Ryan,13837058,QB,6400,NO@ATL 11/28/2019 08:20PM ET,ATL,21.39
1754262852,NFL $30K mini-MAX [150 Entry Max] (Thu),81644142,$0.50,Mitchell Trubisky (13837063),Ezekiel Elliott (13837073),David Montgomery (13837079),Allen Robinson II (13837121),Julio Jones (13837119),Amari Cooper (13837129),Jared Cook (13837189),Tre'Quan Smith (13837149),Saints  (13837235),,WR,John Brown (13837125),John Brown,13837125,WR/FLEX,6300,BUF@DAL 11/28/2019 04:30PM ET,BUF,16.36
1754262853,NFL $30K mini-MAX [150 Entry Max] (Thu),81644142,$0.50,Matt Ryan (13837058),Ezekiel Elliott (13837073),David Montgomery (13837079),Calvin Ridley (13837123),Julio Jones (13837119),Amari Cooper (13837129),Jared Cook (13837189),Ted Ginn Jr. (13837147),Falcons  (13837239),,QB,Josh Allen (13837059),Josh Allen,13837059,QB,6200,BUF@DAL 11/28/2019 04:30PM ET,BUF,20.74
1754262854,NFL $30K mini-MAX [150 Entry Max] (Thu),81644142,$0.50,Matt Ryan (13837058),Ezekiel Elliott (13837073),David Montgomery (13837079),Calvin Ridley (13837123),Julio Jones (13837119),Amari Cooper (13837129),Jared Cook (13837189),Anthony Miller (13837145),Bills  (13837240),,WR,Kenny Golladay (13837127),Kenny Golladay,13837127,WR/FLEX,6100,CHI@DET 11/28/2019 12:30PM ET,DET,16.47
1754262855,NFL $30K mini-MAX [150 Entry Max] (Thu),81644142,$0.50,Josh Allen (13837059),Ezekiel Elliott (13837073),David Montgomery (13837079),John Brown (13837125),Julio Jones (13837119),Amari Cooper (13837129),Jared Cook (13837189),Anthony Miller (13837145),Lions  (13837237),,QB,Matthew Stafford (13837060),Matthew Stafford,13837060,QB,6000,CHI@DET 11/28/2019 12:30PM ET,DET,23.32
1754262856,NFL $30K mini-MAX [150 Entry Max] (Thu),81644142,$0.50,Dak Prescott (13837061),Ezekiel Elliott (13837073),David Montgomery (13837079),Amari Cooper (13837129),Allen Robinson II (13837121),Calvin Ridley (13837123),Jared Cook (13837189),Anthony Miller (13837145),Saints  (13837235),,WR,Amari Cooper (13837129),Amari Cooper,13837129,WR/FLEX,6000,BUF@DAL 11/28/2019 04:30PM ET,DAL,18.06
1754262857,NFL $30K mini-MAX [150 Entry Max] (Thu),81644142,$0.50,Josh Allen (13837059),Ezekiel Elliott (13837073),David Montgomery (13837079),John Brown (13837125),Julio Jones (13837119),Amari Cooper (13837129),Jared Cook (13837189),Anthony Miller (13837145),Bears  (13837238),,TE,Austin Hooper (13837187),Austin Hooper,13837187,TE/FLEX,5900,NO@ATL 11/28/2019 08:20PM ET,ATL,17.87
1754262858,NFL $30K mini-MAX [150 Entry Max] (Thu),81644142,$0.50,Mitchell Trubisky (13837063),Ezekiel Elliott (13837073),David Montgomery (13837079),Allen Robinson II (13837121),Julio Jones (13837119),Amari Cooper (13837129),Jared Cook (13837189),Anthony Miller (13837145),Cowboys  (13837236),,RB,Devin Singletary (13837075),Devin Singletary,13837075,RB/FLEX,5800,BUF@DAL 11/28/2019 04:30PM ET,BUF,12.41
1754262859,NFL $30K mini-MAX [150 Entry Max] (Thu),81644142,$0.50,Josh Allen (13837059),Ezekiel Elliott (13837073),David Montgomery (13837079),John Brown (13837125),Julio Jones (13837119),Allen Robinson II (13837121),Jared Cook (13837189),Tre'Quan Smith (13837149),Falcons  (13837239),,QB,Dak Prescott (13837061),Dak Prescott,13837061,QB,5700,BUF@DAL 11/28/2019 04:30PM ET,DAL,23.73
1754262860,NFL $30K mini-MAX [150 Entry Max] (Thu),81644142,$0.50,Mitchell Trubisky (13837063),Ezekiel Elliott (13837073),David Montgomery (13837079),Allen Robinson II (13837121),Julio Jones (13837119),Amari Cooper (13837129),Jared Cook (13837189),Anthony Miller (13837145),Lions  (13837237),,RB,Latavius Murray (13837077),Latavius Murray,13837077,RB/FLEX,5600,NO@ATL 11/28/2019 08:20PM ET,NO,11.97
1754262861,NFL $30K mini-MAX [150 Entry Max] (Thu),81644142,$0.50,Dak Prescott (13837061),Ezekiel Elliott (13837073),David Montgomery (13837079),Amari Cooper (13837129),Julio Jones (13837119),Allen Robinson II (13837121),Jared Cook (13837189),Anthony Miller (13837145),Lions  (13837237),,QB,Jeff Driskel (13837062),Jeff Driskel,13837062,QB,5500,CHI@DET 11/28/2019 12:30PM ET,DET,20.7
1754262862,NFL $30K mini-MAX [150 Entry Max] (Thu),81644142,$0.50,Mitchell Trubisky (13837063),Ezekiel Elliott (13837073),David Montgomery (13837079),Allen Robinson II (13837121),Julio Jones (13837119),Amari Cooper (13837129),Jared Cook (13837189),Cole Beasley (13837139),Falcons  (13837239),,WR,Michael Gallup (13837131),Michael Gallup,13837131,WR/FLEX,5500,BUF@DAL 11/28/2019 04:30PM ET,DAL,16.26
1754262863,NFL $30K mini-MAX [150 Entry Max] (Thu),81644142,$0.50,Dak Prescott (13837061),Ezekiel Elliott (13837073),David Montgomery (13837079),Amari Cooper (13837129),Julio Jones (13837119),Allen Robinson II (13837121),Jared Cook (13837189),Anthony Miller (13837145),Bears  (13837238),,RB,David Montgomery (13837079),David Montgomery,13837079,RB/FLEX,5400,CHI@DET 11/28/2019 12:30PM ET,CHI,11
1754262864,NFL $30K mini-MAX [150 Entry Max] (Thu),81644142,$0.50,Mitchell Trubisky (13837063),Alvin Kamara (13837071),Ezekiel Elliott (13837073),Allen Robinson II (13837121),Amari Cooper (13837129),Marvin Jones Jr. (13837133),Jared Cook (13837189),Anthony Miller (13837145),Bills  (13837240),,QB,Mitchell Trubisky (13837063),Mitchell Trubisky,13837063,QB,5300,CHI@DET 11/28/2019 12:30PM ET,CHI,12.29
1754262865,NFL $30K mini-MAX [150 Entry Max] (Thu),81644142,$0.50,Dak Prescott (13837061),Ezekiel Elliott (13837073),David Montgomery (13837079),Amari Cooper (13837129),Michael Thomas (13837117),Marvin Jones Jr. (13837133),Jared Cook (13837189),Anthony Miller (13837145),Falcons  (13837239),,WR,Marvin Jones Jr. (13837133),Marvin Jones Jr.,13837133,WR/FLEX,5300,CHI@DET 11/28/2019 12:30PM ET,DET,16.37
1754262866,NFL $30K mini-MAX [150 Entry Max] (Thu),81644142,$0.50,Dak Prescott (13837061),Alvin Kamara (13837071),Ezekiel Elliott (13837073),Amari Cooper (13837129),Calvin Ridley (13837123),Marvin Jones Jr. (13837133),Jared Cook (13837189),Anthony Miller (13837145),Bills  (13837240),,QB,Teddy Bridgewater (13837064),Teddy Bridgewater,13837064,QB,5200,NO@ATL 11/28/2019 08:20PM ET,NO,13.64
1754262867,NFL $30K mini-MAX [150 Entry Max] (Thu),81644142,$0.50,David Blough (13837069),Ezekiel Elliott (13837073),Bo Scarbrough (13837087),Kenny Golladay (13837127),Michael Thomas (13837117),Amari Cooper (13837129),Jared Cook (13837189),Anthony Miller (13837145),Saints  (13837235),,RB,Devonta Freeman (13837081),Devonta Freeman,13837081,RB/FLEX,5100,NO@ATL 11/28/2019 08:20PM ET,ATL,13.26
1754262868,NFL $30K mini-MAX [150 Entry Max] (Thu),81644142,$0.50,David Blough (13837069),Ezekiel Elliott (13837073),David Montgomery (13837079),Kenny Golladay (13837127),Michael Thomas (13837117),Amari Cooper (13837129),Jared Cook (13837189),Frank Gore (13837093),Cowboys  (13837236),,QB,Chase Daniel (13837065),Chase Daniel,13837065,QB,5000,CHI@DET 11/28/2019 12:30PM ET,CHI,9.33
1754262869,NFL $30K mini-MAX [150 Entry Max] (Thu),81644142,$0.50,David Blough (13837069),Alvin Kamara (13837071),Ezekiel Elliott (13837073),Marvin Jones Jr. (13837133),Allen Robinson II (13837121),Amari Cooper (13837129),Jared Cook (13837189),Anthony Miller (13837145),Saints  (13837235),,RB,Tarik Cohen (13837083),Tarik Cohen,13837083,RB/FLEX,5000,CHI@DET 11/28/2019 12:30PM ET,CHI,10.01
1754262870,NFL $30K mini-MAX [150 Entry Max] (Thu),81644142,$0.50,David Blough (13837069),Alvin Kamara (13837071),Ezekiel Elliott (13837073),Kenny Golladay (13837127),Allen Robinson II (13837121),Amari Cooper (13837129),Jared Cook (13837189),Anthony Miller (13837145),Bears  (13837238),,WR,Randall Cobb (13837135),Randall Cobb,13837135,WR/FLEX,5000,BUF@DAL 11/28/2019 04:30PM ET,DAL,12.12
1754262871,NFL $30K mini-MAX [150 Entry Max] (Thu),81644142,$0.50,David Blough (13837069),Alvin Kamara (13837071),Ezekiel Elliott (13837073),Kenny Golladay (13837127),Allen Robinson II (13837121),Amari Cooper (13837129),Jared Cook (13837189),Anthony Miller (13837145),Falcons  (13837239),,RB,Tony Pollard (13837085),Tony Pollard,13837085,RB/FLEX,4900,BUF@DAL 11/28/2019 04:30PM ET,DAL,5.79
1754262872,NFL $30K mini-MAX [150 Entry Max] (Thu),81644142,$0.50,David Blough (13837069),Alvin Kamara (13837071),Ezekiel Elliott (13837073),Kenny Golladay (13837127),Julio Jones (13837119),Amari Cooper (13837129),Jared Cook (13837189),Anthony Miller (13837145),Bills  (13837240),,QB,Matt Schaub (13837066),Matt Schaub,13837066,QB,4800,NO@ATL 11/28/2019 08:20PM ET,ATL,7.6
1754262873,NFL $30K mini-MAX [150 Entry Max] (Thu),81644142,$0.50,David Blough (13837069),Alvin Kamara (13837071),Ezekiel Elliott (13837073),Marvin Jones Jr. (13837133),Julio Jones (13837119),Amari Cooper (13837129),Jared Cook (13837189),Anthony Miller (13837145),Cowboys  (13837236),,TE,Jared Cook (13837189),Jared Cook,13837189,TE/FLEX,4800,NO@ATL 11/28/2019 08:20PM ET,NO,10.04
1754262874,NFL $30K mini-MAX [150 Entry Max] (Thu),81644142,$0.50,David Blough (13837069),Alvin Kamara (13837071),Ezekiel Elliott (13837073),Marvin Jones Jr. (13837133),Julio Jones (13837119),Allen Robinson II (13837121),Jared Cook (13837189),Tre'Quan Smith (13837149),Bears  (13837238),,RB,Bo Scarbrough (13837087),Bo Scarbrough,13837087,RB/FLEX,4700,CHI@DET 11/28/2019 12:30PM ET,DET,10.15
1754262875,NFL $30K mini-MAX [150 Entry Max] (Thu),81644142,$0.50,David Blough (13837069),Alvin Kamara (13837071),Ezekiel Elliott (13837073),Marvin Jones Jr. (13837133),Julio Jones (13837119),Allen Robinson II (13837121),Jared Cook (13837189),Frank Gore (13837093),Falcons  (13837239),,WR,Cole Beasley (13837139),Cole Beasley,13837139,WR/FLEX,4700,BUF@DAL 11/28/2019 04:30PM ET,BUF,11.59
1754262876,NFL $30K mini-MAX [150 Entry Max] (Thu),81644142,$0.50,David Blough (13837069),Alvin Kamara (13837071),Ezekiel Elliott (13837073),Marvin Jones Jr. (13837133),Julio Jones (13837119),Amari Cooper (13837129),Jared Cook (13837189),Cole Beasley (13837139),Bills  (13837240),,WR,Russell Gage (13837137),Russell Gage,13837137,WR/FLEX,4500,NO@ATL 11/28/2019 08:20PM ET,ATL,4.29
,,,,,,,,,,,,,,RB,Brian Hill (13837089),Brian Hill,13837089,RB/FLEX,4400,NO@ATL 11/28/2019 08:20PM ET,ATL,5.43
,,,,,,,,,,,,,,WR,Taylor Gabriel (13837141),Taylor Gabriel,13837141,WR/FLEX,4300,CHI@DET 11/28/2019 12:30PM ET,CHI,10.03
,,,,,,,,,,,,,,QB,Matt Barkley (13837067),Matt Barkley,13837067,QB,4300,BUF@DAL 11/28/2019 04:30PM ET,BUF,4.08
,,,,,,,,,,,,,,QB,David Blough (13837069),David Blough,13837069,QB,4200,CHI@DET 11/28/2019 12:30PM ET,DET,0
,,,,,,,,,,,,,,QB,Cooper Rush (13837068),Cooper Rush,13837068,QB,4200,BUF@DAL 11/28/2019 04:30PM ET,DAL,0
,,,,,,,,,,,,,,WR,Danny Amendola (13837143),Danny Amendola,13837143,WR/FLEX,4100,CHI@DET 11/28/2019 12:30PM ET,DET,10.13
,,,,,,,,,,,,,,RB,Qadree Ollison (13837091),Qadree Ollison,13837091,RB/FLEX,4100,NO@ATL 11/28/2019 08:20PM ET,ATL,5.6
,,,,,,,,,,,,,,QB,Taysom Hill (13837070),Taysom Hill,13837070,QB,4000,NO@ATL 11/28/2019 08:20PM ET,NO,4.54
,,,,,,,,,,,,,,WR,Anthony Miller (13837145),Anthony Miller,13837145,WR/FLEX,3900,CHI@DET 11/28/2019 12:30PM ET,CHI,5.71
,,,,,,,,,,,,,,RB,Frank Gore (13837093),Frank Gore,13837093,RB/FLEX,3900,BUF@DAL 11/28/2019 04:30PM ET,BUF,7.74
,,,,,,,,,,,,,,WR,Ted Ginn Jr. (13837147),Ted Ginn Jr.,13837147,WR/FLEX,3800,NO@ATL 11/28/2019 08:20PM ET,NO,6.87
,,,,,,,,,,,,,,RB,J.D. McKissic (13837095),J.D. McKissic,13837095,RB/FLEX,3700,CHI@DET 11/28/2019 12:30PM ET,DET,6.21
,,,,,,,,,,,,,,RB,Ty Johnson (13837097),Ty Johnson,13837097,RB/FLEX,3500,CHI@DET 11/28/2019 12:30PM ET,DET,3.62
,,,,,,,,,,,,,,WR,Tre'Quan Smith (13837149),Tre'Quan Smith,13837149,WR/FLEX,3500,NO@ATL 11/28/2019 08:20PM ET,NO,4.85
,,,,,,,,,,,,,,DST,Saints  (13837235),Saints ,13837235,DST,3500,NO@ATL 11/28/2019 08:20PM ET,NO,8.82
,,,,,,,,,,,,,,TE,T.J. Hockenson (13837191),T.J. Hockenson,13837191,TE/FLEX,3400,CHI@DET 11/28/2019 12:30PM ET,DET,6.9
,,,,,,,,,,,,,,WR,Duke Williams (13837151),Duke Williams,13837151,WR/FLEX,3300,BUF@DAL 11/28/2019 04:30PM ET,BUF,5.93
,,,,,,,,,,,,,,TE,Jason Witten (13837193),Jason Witten,13837193,TE/FLEX,3300,BUF@DAL 11/28/2019 04:30PM ET,DAL,8.24
,,,,,,,,,,,,,,WR,Robert Foster (13837157),Robert Foster,13837157,WR/FLEX,3200,BUF@DAL 11/28/2019 04:30PM ET,BUF,1.08
,,,,,,,,,,,,,,RB,Kenjon Barner (13837099),Kenjon Barner,13837099,RB/FLEX,3200,NO@ATL 11/28/2019 08:20PM ET,ATL,1.46
,,,,,,,,,,,,,,WR,Isaiah McKenzie (13837155),Isaiah McKenzie,13837155,WR/FLEX,3100,BUF@DAL 11/28/2019 04:30PM ET,BUF,4.26
,,,,,,,,,,,,,,WR,Justin Hardy (13837153),Justin Hardy,13837153,WR/FLEX,3100,NO@ATL 11/28/2019 08:20PM ET,ATL,2.07
,,,,,,,,,,,,,,TE,Jaeden Graham (13837195),Jaeden Graham,13837195,TE/FLEX,3100,NO@ATL 11/28/2019 08:20PM ET,ATL,1.44
,,,,,,,,,,,,,,RB,Ryan Nall (13837109),Ryan Nall,13837109,RB/FLEX,3000,CHI@DET 11/28/2019 12:30PM ET,CHI,0
,,,,,,,,,,,,,,WR,Cordarrelle Patterson (13837167),Cordarrelle Patterson,13837167,WR/FLEX,3000,CHI@DET 11/28/2019 12:30PM ET,CHI,2.34
,,,,,,,,,,,,,,WR,Javon Wims (13837169),Javon Wims,13837169,WR/FLEX,3000,CHI@DET 11/28/2019 12:30PM ET,CHI,1.92
,,,,,,,,,,,,,,WR,Riley Ridley (13837171),Riley Ridley,13837171,WR/FLEX,3000,CHI@DET 11/28/2019 12:30PM ET,CHI,0
,,,,,,,,,,,,,,WR,Marvin Hall (13837181),Marvin Hall,13837181,WR/FLEX,3000,CHI@DET 11/28/2019 12:30PM ET,DET,4.42
,,,,,,,,,,,,,,RB,Senorise Perry (13837103),Senorise Perry,13837103,RB/FLEX,3000,BUF@DAL 11/28/2019 04:30PM ET,BUF,0
,,,,,,,,,,,,,,RB,T.J. Yeldon (13837105),T.J. Yeldon,13837105,RB/FLEX,3000,BUF@DAL 11/28/2019 04:30PM ET,BUF,4.7
,,,,,,,,,,,,,,RB,Patrick DiMarco (13837107),Patrick DiMarco,13837107,RB/FLEX,3000,BUF@DAL 11/28/2019 04:30PM ET,BUF,0.89
,,,,,,,,,,,,,,RB,Jamize Olawale (13837111),Jamize Olawale,13837111,RB/FLEX,3000,BUF@DAL 11/28/2019 04:30PM ET,DAL,0
,,,,,,,,,,,,,,WR,Andre Roberts (13837165),Andre Roberts,13837165,WR/FLEX,3000,BUF@DAL 11/28/2019 04:30PM ET,BUF,0.44
,,,,,,,,,,,,,,WR,Tavon Austin (13837173),Tavon Austin,13837173,WR/FLEX,3000,BUF@DAL 11/28/2019 04:30PM ET,DAL,3.04
,,,,,,,,,,,,,,WR,Ventell Bryant (13837175),Ventell Bryant,13837175,WR/FLEX,3000,BUF@DAL 11/28/2019 04:30PM ET,DAL,0
,,,,,,,,,,,,,,WR,Cedrick Wilson (13837177),Cedrick Wilson,13837177,WR/FLEX,3000,BUF@DAL 11/28/2019 04:30PM ET,DAL,1.92
,,,,,,,,,,,,,,WR,Devin Smith (13837179),Devin Smith,13837179,WR/FLEX,3000,BUF@DAL 11/28/2019 04:30PM ET,DAL,5.58
,,,,,,,,,,,,,,TE,Blake Jarwin (13837197),Blake Jarwin,13837197,TE/FLEX,3000,BUF@DAL 11/28/2019 04:30PM ET,DAL,5.74
,,,,,,,,,,,,,,DST,Cowboys  (13837236),Cowboys ,13837236,DST,3000,BUF@DAL 11/28/2019 04:30PM ET,DAL,7
,,,,,,,,,,,,,,RB,Keith Smith (13837101),Keith Smith,13837101,RB/FLEX,3000,NO@ATL 11/28/2019 08:20PM ET,ATL,0.04
,,,,,,,,,,,,,,RB,Dwayne Washington (13837113),Dwayne Washington,13837113,RB/FLEX,3000,NO@ATL 11/28/2019 08:20PM ET,NO,0.49
,,,,,,,,,,,,,,RB,Zach Line (13837115),Zach Line,13837115,RB/FLEX,3000,NO@ATL 11/28/2019 08:20PM ET,NO,1.12
,,,,,,,,,,,,,,WR,Christian Blake (13837159),Christian Blake,13837159,WR/FLEX,3000,NO@ATL 11/28/2019 08:20PM ET,ATL,2.1
,,,,,,,,,,,,,,WR,Olamide Zaccheaus (13837161),Olamide Zaccheaus,13837161,WR/FLEX,3000,NO@ATL 11/28/2019 08:20PM ET,ATL,0
,,,,,,,,,,,,,,WR,Brandon Powell (13837163),Brandon Powell,13837163,WR/FLEX,3000,NO@ATL 11/28/2019 08:20PM ET,ATL,0
,,,,,,,,,,,,,,WR,Deonte Harris (13837183),Deonte Harris,13837183,WR/FLEX,3000,NO@ATL 11/28/2019 08:20PM ET,NO,1.11
,,,,,,,,,,,,,,WR,Krishawn Hogan (13837185),Krishawn Hogan,13837185,WR/FLEX,3000,NO@ATL 11/28/2019 08:20PM ET,NO,0
,,,,,,,,,,,,,,TE,Logan Thomas (13837201),Logan Thomas,13837201,TE/FLEX,2900,CHI@DET 11/28/2019 12:30PM ET,DET,2.64
,,,,,,,,,,,,,,TE,Dawson Knox (13837199),Dawson Knox,13837199,TE/FLEX,2900,BUF@DAL 11/28/2019 04:30PM ET,BUF,5.81
,,,,,,,,,,,,,,TE,Adam Shaheen (13837203),Adam Shaheen,13837203,TE/FLEX,2800,CHI@DET 11/28/2019 12:30PM ET,CHI,2.18
,,,,,,,,,,,,,,TE,Ben Braunecker (13837205),Ben Braunecker,13837205,TE/FLEX,2800,CHI@DET 11/28/2019 12:30PM ET,CHI,1.63
,,,,,,,,,,,,,,DST,Lions  (13837237),Lions ,13837237,DST,2700,CHI@DET 11/28/2019 12:30PM ET,DET,5.54
,,,,,,,,,,,,,,TE,Luke Stocker (13837207),Luke Stocker,13837207,TE/FLEX,2700,NO@ATL 11/28/2019 08:20PM ET,ATL,0.86
,,,,,,,,,,,,,,TE,Jesse James (13837209),Jesse James,13837209,TE/FLEX,2600,CHI@DET 11/28/2019 12:30PM ET,DET,1.46
,,,,,,,,,,,,,,TE,Josh Hill (13837211),Josh Hill,13837211,TE/FLEX,2600,NO@ATL 11/28/2019 08:20PM ET,NO,3.82
,,,,,,,,,,,,,,TE,Jason Vander Laan (13837213),Jason Vander Laan,13837213,TE/FLEX,2600,NO@ATL 11/28/2019 08:20PM ET,NO,0
,,,,,,,,,,,,,,TE,J.P. Holtz (13837221),J.P. Holtz,13837221,TE/FLEX,2500,CHI@DET 11/28/2019 12:30PM ET,CHI,0.43
,,,,,,,,,,,,,,TE,Jesper Horsted (13837223),Jesper Horsted,13837223,TE/FLEX,2500,CHI@DET 11/28/2019 12:30PM ET,CHI,1.4
,,,,,,,,,,,,,,TE,Bradley Sowell (13837225),Bradley Sowell,13837225,TE/FLEX,2500,CHI@DET 11/28/2019 12:30PM ET,CHI,0
,,,,,,,,,,,,,,TE,Patrick Scales (13837227),Patrick Scales,13837227,TE/FLEX,2500,CHI@DET 11/28/2019 12:30PM ET,CHI,0
,,,,,,,,,,,,,,TE,Isaac Nauta (13837231),Isaac Nauta,13837231,TE/FLEX,2500,CHI@DET 11/28/2019 12:30PM ET,DET,0
,,,,,,,,,,,,,,DST,Bears  (13837238),Bears ,13837238,DST,2500,CHI@DET 11/28/2019 12:30PM ET,CHI,7.91
,,,,,,,,,,,,,,TE,Tyler Kroft (13837215),Tyler Kroft,13837215,TE/FLEX,2500,BUF@DAL 11/28/2019 04:30PM ET,BUF,1.53
,,,,,,,,,,,,,,TE,Lee Smith (13837217),Lee Smith,13837217,TE/FLEX,2500,BUF@DAL 11/28/2019 04:30PM ET,BUF,1.19
,,,,,,,,,,,,,,TE,Tommy Sweeney (13837219),Tommy Sweeney,13837219,TE/FLEX,2500,BUF@DAL 11/28/2019 04:30PM ET,BUF,1.36
,,,,,,,,,,,,,,TE,Dalton Schultz (13837229),Dalton Schultz,13837229,TE/FLEX,2500,BUF@DAL 11/28/2019 04:30PM ET,DAL,0.14
