entry_id,contest_id,contest_name,P,P,P,P,P,P,,Instructions,,,,,,,,,,,,,,
1970563643,43000-234190512,$12K Sat TEN Smash ($2K to 1st),43000-108449:Ons Jabeur,43000-110361:Tennys Sandgren,43000-105321:Sofia Kenin,43000-108409:Milos Raonic,43000-110693:Petra Kvitova,43000-105332:Ashleigh Barty,,43000-105839:Alison Riske,43000-105839,F,Alison,Alison Riske,Riske,117.299997965495,6,10,,,,,,
1970563644,43000-234190512,$12K Sat TEN Smash ($2K to 1st),43000-108449:Ons Jabeur,43000-110361:Tennys Sandgren,43000-105321:Sofia Kenin,43000-108409:Milos Raonic,43000-110693:Petra Kvitova,43000-105394:Roger Federer,,43000-104995:Marton Fucsovics,43000-104995,M,Marton,Marton Fucsovics,Fucsovics,116.987503051758,8,8,,,,,,
1970563646,43000-234190512,$12K Sat TEN Smash ($2K to 1st),43000-105388:Maria Sakkari,43000-110361:Tennys Sandgren,43000-105321:Sofia Kenin,43000-108409:Milos Raonic,43000-105750:Qiang Wang,43000-105332:Ashleigh Barty,,43000-105512:Diego Schwartzman,43000-105512,M,Diego,Diego Schwartzman,Schwartzman,158.466664632161,3,6,,,,,,
1970563647,43000-234190512,$12K Sat TEN Smash ($2K to 1st),43000-105388:Maria Sakkari,43000-110361:Tennys Sandgren,43000-105321:Sofia Kenin,43000-108409:Milos Raonic,43000-105750:Qiang Wang,43000-105394:Roger Federer,,,,,,,,,,,,,,,,
1970563648,43000-234190512,$12K Sat TEN Smash ($2K to 1st),43000-105839:Alison Riske,43000-110361:Tennys Sandgren,43000-105321:Sofia Kenin,43000-105750:Qiang Wang,43000-110693:Petra Kvitova,43000-105394:Roger Federer,,,,,,,,,,,,,,,,
1970563649,43000-234190512,$12K Sat TEN Smash ($2K to 1st),43000-105839:Alison Riske,43000-110361:Tennys Sandgren,43000-108409:Milos Raonic,43000-105750:Qiang Wang,43000-110693:Petra Kvitova,43000-105394:Roger Federer,,,,,,,,,,,,,,,,
1970563650,43000-234190512,$12K Sat TEN Smash ($2K to 1st),43000-104995:Marton Fucsovics,43000-110361:Tennys Sandgren,43000-105321:Sofia Kenin,43000-108409:Milos Raonic,43000-110693:Petra Kvitova,43000-105798:Novak Djokovic,,,,,,,,,,,,,,,,
1970563654,43000-234190512,$12K Sat TEN Smash ($2K to 1st),43000-104995:Marton Fucsovics,43000-110361:Tennys Sandgren,43000-105321:Sofia Kenin,43000-105750:Qiang Wang,43000-110693:Petra Kvitova,43000-105798:Novak Djokovic,,,,,,,,,,,,,,,,
1970563656,43000-234190512,$12K Sat TEN Smash ($2K to 1st),43000-105512:Diego Schwartzman,43000-110361:Tennys Sandgren,43000-108409:Milos Raonic,43000-110693:Petra Kvitova,43000-105332:Ashleigh Barty,43000-105394:Roger Federer,,,,,,,,,,,,,,,,
1970563658,43000-234190512,$12K Sat TEN Smash ($2K to 1st),43000-105512:Diego Schwartzman,43000-110361:Tennys Sandgren,43000-105750:Qiang Wang,43000-110693:Petra Kvitova,43000-105332:Ashleigh Barty,43000-105394:Roger Federer,,,,,,,,,,,,,,,,
1970563661,43000-234190512,$12K Sat TEN Smash ($2K to 1st),43000-108449:Ons Jabeur,43000-105334:Marin Cilic,43000-105321:Sofia Kenin,43000-105890:Fabio Fognini,43000-110693:Petra Kvitova,43000-105394:Roger Federer,,,,,,,,,,,,,,,,
1970563663,43000-234190512,$12K Sat TEN Smash ($2K to 1st),43000-108449:Ons Jabeur,43000-105334:Marin Cilic,43000-105321:Sofia Kenin,43000-105890:Fabio Fognini,43000-105332:Ashleigh Barty,43000-105394:Roger Federer,,,,,,,,,,,,,,,,
1970563664,43000-234190512,$12K Sat TEN Smash ($2K to 1st),43000-105388:Maria Sakkari,43000-105334:Marin Cilic,43000-105321:Sofia Kenin,43000-105890:Fabio Fognini,43000-105332:Ashleigh Barty,43000-105394:Roger Federer,,,,,,,,,,,,,,,,
1970563667,43000-234190512,$12K Sat TEN Smash ($2K to 1st),43000-105388:Maria Sakkari,43000-105334:Marin Cilic,43000-105321:Sofia Kenin,43000-105890:Fabio Fognini,43000-105750:Qiang Wang,43000-105798:Novak Djokovic,,,,,,,,,,,,,,,,
1970563669,43000-234190512,$12K Sat TEN Smash ($2K to 1st),43000-105839:Alison Riske,43000-105334:Marin Cilic,43000-105321:Sofia Kenin,43000-105750:Qiang Wang,43000-110693:Petra Kvitova,43000-105394:Roger Federer,,,,,,,,,,,,,,,,
1970563670,43000-234190512,$12K Sat TEN Smash ($2K to 1st),43000-105839:Alison Riske,43000-105334:Marin Cilic,43000-105890:Fabio Fognini,43000-105750:Qiang Wang,43000-110693:Petra Kvitova,43000-105394:Roger Federer,,,,,,,,,,,,,,,,
1970563671,43000-234190512,$12K Sat TEN Smash ($2K to 1st),43000-104995:Marton Fucsovics,43000-105334:Marin Cilic,43000-105321:Sofia Kenin,43000-105750:Qiang Wang,43000-110693:Petra Kvitova,43000-105798:Novak Djokovic,,,,,,,,,,,,,,,,
1970563674,43000-234190512,$12K Sat TEN Smash ($2K to 1st),43000-104995:Marton Fucsovics,43000-105334:Marin Cilic,43000-105321:Sofia Kenin,43000-105890:Fabio Fognini,43000-105332:Ashleigh Barty,43000-105798:Novak Djokovic,,,,,,,,,,,,,,,,
1970563677,43000-234190512,$12K Sat TEN Smash ($2K to 1st),43000-105512:Diego Schwartzman,43000-105334:Marin Cilic,43000-105321:Sofia Kenin,43000-110693:Petra Kvitova,43000-105332:Ashleigh Barty,43000-105394:Roger Federer,,,,,,,,,,,,,,,,
1970563680,43000-234190512,$12K Sat TEN Smash ($2K to 1st),43000-105512:Diego Schwartzman,43000-105334:Marin Cilic,43000-105750:Qiang Wang,43000-110693:Petra Kvitova,43000-105332:Ashleigh Barty,43000-105394:Roger Federer,,,,,,,,,,,,,,,,
1970563683,43000-234190512,$12K Sat TEN Smash ($2K to 1st),43000-105388:Maria Sakkari,43000-108449:Ons Jabeur,43000-105321:Sofia Kenin,43000-108409:Milos Raonic,43000-105332:Ashleigh Barty,43000-105394:Roger Federer,,,,,,,,,,,,,,,,
1970563687,43000-234190512,$12K Sat TEN Smash ($2K to 1st),43000-105388:Maria Sakkari,43000-108449:Ons Jabeur,43000-105890:Fabio Fognini,43000-108409:Milos Raonic,43000-105332:Ashleigh Barty,43000-105394:Roger Federer,,,,,,,,,,,,,,,,
1970563697,43000-234190512,$12K Sat TEN Smash ($2K to 1st),43000-105839:Alison Riske,43000-108449:Ons Jabeur,43000-105321:Sofia Kenin,43000-108409:Milos Raonic,43000-110693:Petra Kvitova,43000-105798:Novak Djokovic,,,,,,,,,,,,,,,,
1970563699,43000-234190512,$12K Sat TEN Smash ($2K to 1st),43000-105839:Alison Riske,43000-108449:Ons Jabeur,43000-105890:Fabio Fognini,43000-108409:Milos Raonic,43000-110693:Petra Kvitova,43000-105798:Novak Djokovic,,,,,,,,,,,,,,,,
1970563703,43000-234190512,$12K Sat TEN Smash ($2K to 1st),43000-104995:Marton Fucsovics,43000-108449:Ons Jabeur,43000-105321:Sofia Kenin,43000-110693:Petra Kvitova,43000-105332:Ashleigh Barty,43000-105798:Novak Djokovic,,,,,,,,,,,,,,,,
1970563704,43000-234190512,$12K Sat TEN Smash ($2K to 1st),43000-104995:Marton Fucsovics,43000-108449:Ons Jabeur,43000-105890:Fabio Fognini,43000-110693:Petra Kvitova,43000-105332:Ashleigh Barty,43000-105798:Novak Djokovic,,,,,,,,,,,,,,,,
1970563706,43000-234190512,$12K Sat TEN Smash ($2K to 1st),43000-105512:Diego Schwartzman,43000-108449:Ons Jabeur,43000-105321:Sofia Kenin,43000-110693:Petra Kvitova,43000-105332:Ashleigh Barty,43000-105394:Roger Federer,,,,,,,,,,,,,,,,
1970563708,43000-234190512,$12K Sat TEN Smash ($2K to 1st),43000-105512:Diego Schwartzman,43000-108449:Ons Jabeur,43000-108409:Milos Raonic,43000-110693:Petra Kvitova,43000-105332:Ashleigh Barty,43000-105394:Roger Federer,,,,,,,,,,,,,,,,
1970563710,43000-234190512,$12K Sat TEN Smash ($2K to 1st),43000-105839:Alison Riske,43000-105388:Maria Sakkari,43000-105321:Sofia Kenin,43000-108409:Milos Raonic,43000-105750:Qiang Wang,43000-105798:Novak Djokovic,,,,,,,,,,,,,,,,
1970563712,43000-234190512,$12K Sat TEN Smash ($2K to 1st),43000-105839:Alison Riske,43000-105388:Maria Sakkari,43000-105890:Fabio Fognini,43000-108409:Milos Raonic,43000-105750:Qiang Wang,43000-105798:Novak Djokovic,,,,,,,,,,,,,,,,
1970563714,43000-234190512,$12K Sat TEN Smash ($2K to 1st),43000-104995:Marton Fucsovics,43000-105388:Maria Sakkari,43000-105321:Sofia Kenin,43000-105750:Qiang Wang,43000-105332:Ashleigh Barty,43000-105798:Novak Djokovic,,,,,,,,,,,,,,,,
1970563715,43000-234190512,$12K Sat TEN Smash ($2K to 1st),43000-104995:Marton Fucsovics,43000-105388:Maria Sakkari,43000-108409:Milos Raonic,43000-105750:Qiang Wang,43000-105332:Ashleigh Barty,43000-105798:Novak Djokovic,,,,,,,,,,,,,,,,
1970563717,43000-234190512,$12K Sat TEN Smash ($2K to 1st),43000-105512:Diego Schwartzman,43000-105388:Maria Sakkari,43000-108409:Milos Raonic,43000-105750:Qiang Wang,43000-105332:Ashleigh Barty,43000-105394:Roger Federer,,,,,,,,,,,,,,,,
1970563719,43000-234190512,$12K Sat TEN Smash ($2K to 1st),43000-104995:Marton Fucsovics,43000-105839:Alison Riske,43000-108409:Milos Raonic,43000-105750:Qiang Wang,43000-110693:Petra Kvitova,43000-105798:Novak Djokovic,,,,,,,,,,,,,,,,
1970563722,43000-234190512,$12K Sat TEN Smash ($2K to 1st),43000-105512:Diego Schwartzman,43000-105839:Alison Riske,43000-108409:Milos Raonic,43000-105750:Qiang Wang,43000-110693:Petra Kvitova,43000-105394:Roger Federer,,,,,,,,,,,,,,,,
1970563723,43000-234190512,$12K Sat TEN Smash ($2K to 1st),43000-105512:Diego Schwartzman,43000-104995:Marton Fucsovics,43000-108409:Milos Raonic,43000-105750:Qiang Wang,43000-110693:Petra Kvitova,43000-105332:Ashleigh Barty,,,,,,,,,,,,,,,,
